2023-06-21 14:53:43,778 INFO    StreamThr :4814 [internal.py:wandb_internal():86] W&B internal server running at pid: 4814, started at: 2023-06-21 14:53:43.778450
2023-06-21 14:53:43,780 DEBUG   HandlerThread:4814 [handler.py:handle_request():144] handle_request: status
2023-06-21 14:53:43,781 INFO    WriterThread:4814 [datastore.py:open_for_write():85] open: /home/tnkryoga/murata_labo_first/outputs/2023-06-21/14-53-42/wandb/run-20230621_145343-l8knfzki/run-l8knfzki.wandb
2023-06-21 14:53:43,781 DEBUG   SenderThread:4814 [sender.py:send():369] send: header
2023-06-21 14:53:43,781 DEBUG   SenderThread:4814 [sender.py:send():369] send: run
2023-06-21 14:53:44,271 INFO    SenderThread:4814 [dir_watcher.py:__init__():211] watching files in: /home/tnkryoga/murata_labo_first/outputs/2023-06-21/14-53-42/wandb/run-20230621_145343-l8knfzki/files
2023-06-21 14:53:44,271 INFO    SenderThread:4814 [sender.py:_start_run_threads():1100] run started: l8knfzki with start time 1687326823.777063
2023-06-21 14:53:44,272 DEBUG   SenderThread:4814 [sender.py:send_request():396] send_request: summary_record
2023-06-21 14:53:44,272 INFO    SenderThread:4814 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-21 14:53:44,275 DEBUG   HandlerThread:4814 [handler.py:handle_request():144] handle_request: check_version
2023-06-21 14:53:44,275 DEBUG   SenderThread:4814 [sender.py:send_request():396] send_request: check_version
2023-06-21 14:53:44,383 DEBUG   HandlerThread:4814 [handler.py:handle_request():144] handle_request: run_start
2023-06-21 14:53:44,432 DEBUG   HandlerThread:4814 [system_info.py:__init__():31] System info init
2023-06-21 14:53:44,432 DEBUG   HandlerThread:4814 [system_info.py:__init__():46] System info init done
2023-06-21 14:53:44,432 INFO    HandlerThread:4814 [system_monitor.py:start():181] Starting system monitor
2023-06-21 14:53:44,432 INFO    SystemMonitor:4814 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-21 14:53:44,432 INFO    HandlerThread:4814 [system_monitor.py:probe():201] Collecting system info
2023-06-21 14:53:44,433 INFO    SystemMonitor:4814 [interfaces.py:start():190] Started cpu monitoring
2023-06-21 14:53:44,434 INFO    SystemMonitor:4814 [interfaces.py:start():190] Started disk monitoring
2023-06-21 14:53:44,434 INFO    SystemMonitor:4814 [interfaces.py:start():190] Started gpu monitoring
2023-06-21 14:53:44,435 INFO    SystemMonitor:4814 [interfaces.py:start():190] Started memory monitoring
2023-06-21 14:53:44,435 INFO    SystemMonitor:4814 [interfaces.py:start():190] Started network monitoring
2023-06-21 14:53:44,447 DEBUG   HandlerThread:4814 [system_info.py:probe():195] Probing system
2023-06-21 14:53:44,456 DEBUG   HandlerThread:4814 [system_info.py:_probe_git():180] Probing git
2023-06-21 14:53:44,458 DEBUG   HandlerThread:4814 [system_info.py:_probe_git():188] Probing git done
2023-06-21 14:53:44,458 DEBUG   HandlerThread:4814 [system_info.py:probe():240] Probing system done
